   arc_length_s     gamma_x(s)       gamma_y(s)    gamma_z(s)
   8.340000e+00    8.988413e-01    1.458218e+00    6.255000e-01
   8.360000e+00    8.894992e-01    1.475902e+00    6.260000e-01
   8.380000e+00    8.798052e-01    1.493396e+00    6.265000e-01
   8.400000e+00    8.697633e-01    1.510692e+00    6.270000e-01
   8.420000e+00    8.593775e-01    1.527784e+00    6.275000e-01
   8.440000e+00    8.486520e-01    1.544665e+00    6.280000e-01
   8.460000e+00    8.375911e-01    1.561328e+00    6.285000e-01
   8.480000e+00    8.261991e-01    1.577766e+00    6.290000e-01
   8.500000e+00    8.144806e-01    1.593974e+00    6.295000e-01
   8.520000e+00    8.024404e-01    1.609943e+00    6.300000e-01
   8.540000e+00    7.900832e-01    1.625669e+00    6.305000e-01
   8.560000e+00    7.774139e-01    1.641145e+00    6.310000e-01
   8.580000e+00    7.644378e-01    1.656364e+00    6.315000e-01
   8.600000e+00    7.511598e-01    1.671320e+00    6.320000e-01
   8.620000e+00    7.375854e-01    1.686008e+00    6.325000e-01
   8.640000e+00    7.237200e-01    1.700422e+00    6.330000e-01
   8.660000e+00    7.095691e-01    1.714555e+00    6.335000e-01
   8.680000e+00    6.951384e-01    1.728402e+00    6.340000e-01
   8.700000e+00    6.804336e-01    1.741959e+00    6.345000e-01
   8.720000e+00    6.654607e-01    1.755218e+00    6.350000e-01
   8.740000e+00    6.502256e-01    1.768175e+00    6.355000e-01
   8.760000e+00    6.347344e-01    1.780825e+00    6.360000e-01
   8.780000e+00    6.189933e-01    1.793163e+00    6.365000e-01
   8.800000e+00    6.030086e-01    1.805183e+00    6.370000e-01
   8.820000e+00    5.867868e-01    1.816882e+00    6.375000e-01
   8.840000e+00    5.703342e-01    1.828253e+00    6.380000e-01
   8.860000e+00    5.536575e-01    1.839294e+00    6.385000e-01
   8.880000e+00    5.367634e-01    1.849998e+00    6.390000e-01
   8.900000e+00    5.196585e-01    1.860363e+00    6.395000e-01
   8.920000e+00    5.023498e-01    1.870383e+00    6.400000e-01
   8.940000e+00    4.848442e-01    1.880055e+00    6.405000e-01
   8.960000e+00    4.671486e-01    1.889376e+00    6.410000e-01
   8.980000e+00    4.492702e-01    1.898340e+00    6.415000e-01
   9.000000e+00    4.312161e-01    1.906945e+00    6.420000e-01
   9.020000e+00    4.129934e-01    1.915188e+00    6.425000e-01
   9.040000e+00    3.946096e-01    1.923064e+00    6.430000e-01
   9.060000e+00    3.760720e-01    1.930571e+00    6.435000e-01
   9.080000e+00    3.573880e-01    1.937706e+00    6.440000e-01
   9.100000e+00    3.385649e-01    1.944466e+00    6.445000e-01
   9.120000e+00    3.196105e-01    1.950848e+00    6.450000e-01
   9.140000e+00    3.005322e-01    1.956849e+00    6.455000e-01
   9.160000e+00    2.813378e-01    1.962468e+00    6.460000e-01
   9.180000e+00    2.620347e-01    1.967702e+00    6.465000e-01
   9.200000e+00    2.426309e-01    1.972549e+00    6.470000e-01
   9.220000e+00    2.231340e-01    1.977007e+00    6.475000e-01
   9.240000e+00    2.035519e-01    1.981074e+00    6.480000e-01
   9.260000e+00    1.838924e-01    1.984748e+00    6.485000e-01
   9.280000e+00    1.641633e-01    1.988029e+00    6.490000e-01
   9.300000e+00    1.443725e-01    1.990914e+00    6.495000e-01
   9.320000e+00    1.245280e-01    1.993403e+00    6.500000e-01
   9.340000e+00    1.046377e-01    1.995495e+00    6.505000e-01
   9.360000e+00    8.470954e-02    1.997189e+00    6.510000e-01
   9.380000e+00    6.475148e-02    1.998483e+00    6.515000e-01
   9.400000e+00    4.477153e-02    1.999379e+00    6.520000e-01
   9.420000e+00    2.477767e-02    1.999874e+00    6.525000e-01
   9.440000e+00    4.777897e-03    1.999970e+00    6.530000e-01
   9.460000e+00    -1.521979e-02    1.999665e+00    6.535000e-01
   9.480000e+00    -3.520738e-02    1.998961e+00    6.540000e-01
   9.500000e+00    -5.517689e-02    1.997857e+00    6.545000e-01
   9.520000e+00    -7.512034e-02    1.996354e+00    6.550000e-01
   9.540000e+00    -9.502973e-02    1.994453e+00    6.555000e-01
   9.560000e+00    -1.148971e-01    1.992153e+00    6.560000e-01
   9.580000e+00    -1.347145e-01    1.989457e+00    6.565000e-01
   9.600000e+00    -1.544741e-01    1.986365e+00    6.570000e-01
   9.620000e+00    -1.741678e-01    1.982878e+00    6.575000e-01
   9.640000e+00    -1.937879e-01    1.978999e+00    6.580000e-01
   9.660000e+00    -2.133265e-01    1.974727e+00    6.585000e-01
   9.680000e+00    -2.327758e-01    1.970066e+00    6.590000e-01
   9.700000e+00    -2.521279e-01    1.965017e+00    6.595000e-01
   9.720000e+00    -2.713752e-01    1.959582e+00    6.600000e-01
   9.740000e+00    -2.905100e-01    1.953763e+00    6.605000e-01
   9.760000e+00    -3.095245e-01    1.947562e+00    6.610000e-01
   9.780000e+00    -3.284113e-01    1.940983e+00    6.615000e-01
   9.800000e+00    -3.471627e-01    1.934027e+00    6.620000e-01
   9.820000e+00    -3.657712e-01    1.926697e+00    6.625000e-01
   9.840000e+00    -3.842294e-01    1.918997e+00    6.630000e-01
   9.860000e+00    -4.025299e-01    1.910929e+00    6.635000e-01
   9.880000e+00    -4.206655e-01    1.902497e+00    6.640000e-01
   9.900000e+00    -4.386287e-01    1.893704e+00    6.645000e-01
   9.920000e+00    -4.564126e-01    1.884553e+00    6.650000e-01
   9.940000e+00    -4.740098e-01    1.875048e+00    6.655000e-01
   9.960000e+00    -4.914135e-01    1.865194e+00    6.660000e-01
   9.980000e+00    -5.086166e-01    1.854993e+00    6.665000e-01
   1.000000e+01    -5.256123e-01    1.844450e+00    6.670000e-01
   1.002000e+01    -5.423937e-01    1.833570e+00    6.675000e-01
   1.004000e+01    -5.589542e-01    1.822356e+00    6.680000e-01
   1.006000e+01    -5.752871e-01    1.810813e+00    6.685000e-01
   1.008000e+01    -5.913859e-01    1.798946e+00    6.690000e-01
   1.010000e+01    -6.072441e-01    1.786760e+00    6.695000e-01
   1.012000e+01    -6.228555e-01    1.774258e+00    6.700000e-01
   1.014000e+01    -6.382137e-01    1.761447e+00    6.705000e-01
   1.016000e+01    -6.533127e-01    1.748331e+00    6.710000e-01
   1.018000e+01    -6.681463e-01    1.734916e+00    6.715000e-01
   1.020000e+01    -6.827087e-01    1.721207e+00    6.720000e-01
   1.022000e+01    -6.969940e-01    1.707210e+00    6.725000e-01
   1.024000e+01    -7.109965e-01    1.692929e+00    6.730000e-01
   1.026000e+01    -7.247107e-01    1.678372e+00    6.735000e-01
   1.028000e+01    -7.381309e-01    1.663543e+00    6.740000e-01
   1.030000e+01    -7.512520e-01    1.648449e+00    6.745000e-01
   1.032000e+01    -7.640685e-01    1.633095e+00    6.750000e-01
   1.034000e+01    -7.765754e-01    1.617488e+00    6.755000e-01
   1.036000e+01    -7.887677e-01    1.601634e+00    6.760000e-01
   1.038000e+01    -8.006405e-01    1.585539e+00    6.765000e-01
   1.040000e+01    -8.121890e-01    1.569210e+00    6.770000e-01
   1.042000e+01    -8.234087e-01    1.552654e+00    6.775000e-01
   1.044000e+01    -8.342951e-01    1.535876e+00    6.780000e-01
   1.046000e+01    -8.448437e-01    1.518884e+00    6.785000e-01
   1.048000e+01    -8.550504e-01    1.501685e+00    6.790000e-01
   1.050000e+01    -8.649111e-01    1.484285e+00    6.795000e-01
   1.052000e+01    -8.744218e-01    1.466691e+00    6.800000e-01
   1.054000e+01    -8.835788e-01    1.448910e+00    6.805000e-01
   1.056000e+01    -8.923783e-01    1.430950e+00    6.810000e-01
   1.058000e+01    -9.008170e-01    1.412817e+00    6.815000e-01
   1.060000e+01    -9.088913e-01    1.394520e+00    6.820000e-01
   1.062000e+01    -9.165980e-01    1.376064e+00    6.825000e-01
   1.064000e+01    -9.239342e-01    1.357458e+00    6.830000e-01
   1.066000e+01    -9.308968e-01    1.338709e+00    6.835000e-01
   1.068000e+01    -9.374830e-01    1.319825e+00    6.840000e-01
   1.070000e+01    -9.436902e-01    1.300813e+00    6.845000e-01
   1.072000e+01    -9.495160e-01    1.281680e+00    6.850000e-01
   1.074000e+01    -9.549580e-01    1.262435e+00    6.855000e-01
   1.076000e+01    -9.600140e-01    1.243084e+00    6.860000e-01
   1.078000e+01    -9.646821e-01    1.223637e+00    6.865000e-01
   1.080000e+01    -9.689602e-01    1.204099e+00    6.870000e-01
   1.082000e+01    -9.728468e-01    1.184481e+00    6.875000e-01
   1.084000e+01    -9.763403e-01    1.164788e+00    6.880000e-01
   1.086000e+01    -9.794393e-01    1.145030e+00    6.885000e-01
   1.088000e+01    -9.821424e-01    1.125213e+00    6.890000e-01
   1.090000e+01    -9.844488e-01    1.105347e+00    6.895000e-01
   1.092000e+01    -9.863574e-01    1.085438e+00    6.900000e-01
   1.094000e+01    -9.878674e-01    1.065495e+00    6.905000e-01
   1.096000e+01    -9.889783e-01    1.045526e+00    6.910000e-01
   1.098000e+01    -9.896897e-01    1.025539e+00    6.915000e-01
   1.100000e+01    -9.900011e-01    1.005541e+00    6.920000e-01
   1.102000e+01    -9.899126e-01    9.855412e-01    6.925000e-01
   1.104000e+01    -9.894242e-01    9.655472e-01    6.930000e-01
   1.106000e+01    -9.885359e-01    9.455669e-01    6.935000e-01
   1.108000e+01    -9.872483e-01    9.256084e-01    6.940000e-01
   1.110000e+01    -9.855618e-01    9.056796e-01    6.945000e-01
   1.112000e+01    -9.834771e-01    8.857886e-01    6.950000e-01
   1.114000e+01    -9.809950e-01    8.659432e-01    6.955000e-01
   1.116000e+01    -9.781165e-01    8.461514e-01    6.960000e-01
   1.118000e+01    -9.748428e-01    8.264212e-01    6.965000e-01
   1.120000e+01    -9.711751e-01    8.067603e-01    6.970000e-01
   1.122000e+01    -9.671150e-01    7.871768e-01    6.975000e-01
   1.124000e+01    -9.626641e-01    7.676784e-01    6.980000e-01
   1.126000e+01    -9.578241e-01    7.482728e-01    6.985000e-01
   1.128000e+01    -9.525970e-01    7.289680e-01    6.990000e-01
   1.130000e+01    -9.469849e-01    7.097715e-01    6.995000e-01
   1.132000e+01    -9.409900e-01    6.906911e-01    7.000000e-01
   1.134000e+01    -9.346147e-01    6.717344e-01    7.005000e-01
   1.136000e+01    -9.278616e-01    6.529091e-01    7.010000e-01
   1.138000e+01    -9.207333e-01    6.342225e-01    7.015000e-01
   1.140000e+01    -9.132328e-01    6.156822e-01    7.020000e-01
   1.142000e+01    -9.053630e-01    5.972956e-01    7.025000e-01
   1.144000e+01    -8.971270e-01    5.790701e-01    7.030000e-01
   1.146000e+01    -8.885282e-01    5.610130e-01    7.035000e-01
   1.148000e+01    -8.795700e-01    5.431314e-01    7.040000e-01
   1.150000e+01    -8.702560e-01    5.254325e-01    7.045000e-01
   1.152000e+01    -8.605899e-01    5.079235e-01    7.050000e-01
   1.154000e+01    -8.505756e-01    4.906113e-01    7.055000e-01
   1.156000e+01    -8.402171e-01    4.735028e-01    7.060000e-01
   1.158000e+01    -8.295185e-01    4.566048e-01    7.065000e-01
   1.160000e+01    -8.184841e-01    4.399243e-01    7.070000e-01
   1.162000e+01    -8.071183e-01    4.234677e-01    7.075000e-01
   1.164000e+01    -7.954256e-01    4.072417e-01    7.080000e-01
   1.166000e+01    -7.834109e-01    3.912528e-01    7.085000e-01
   1.168000e+01    -7.710787e-01    3.755074e-01    7.090000e-01
   1.170000e+01    -7.584341e-01    3.600118e-01    7.095000e-01
   1.172000e+01    -7.454822e-01    3.447721e-01    7.100000e-01
   1.174000e+01    -7.322281e-01    3.297945e-01    7.105000e-01
   1.176000e+01    -7.186771e-01    3.150849e-01    7.110000e-01
   1.178000e+01    -7.048347e-01    3.006493e-01    7.115000e-01
   1.180000e+01    -6.907063e-01    2.864935e-01    7.120000e-01
   1.182000e+01    -6.762976e-01    2.726230e-01    7.125000e-01
   1.184000e+01    -6.616145e-01    2.590434e-01    7.130000e-01
   1.186000e+01    -6.466627e-01    2.457602e-01    7.135000e-01
   1.188000e+01    -6.314482e-01    2.327786e-01    7.140000e-01
   1.190000e+01    -6.159772e-01    2.201039e-01    7.145000e-01
   1.192000e+01    -6.002558e-01    2.077412e-01    7.150000e-01
   1.194000e+01    -5.842903e-01    1.956953e-01    7.155000e-01
   1.196000e+01    -5.680871e-01    1.839712e-01    7.160000e-01
   1.198000e+01    -5.516527e-01    1.725734e-01    7.165000e-01
   1.200000e+01    -5.349936e-01    1.615066e-01    7.170000e-01
   1.202000e+01    -5.181165e-01    1.507751e-01    7.175000e-01
   1.204000e+01    -5.010282e-01    1.403833e-01    7.180000e-01
   1.206000e+01    -4.837355e-01    1.303353e-01    7.185000e-01
   1.208000e+01    -4.662452e-01    1.206352e-01    7.190000e-01
   1.210000e+01    -4.485645e-01    1.112868e-01    7.195000e-01
   1.212000e+01    -4.307004e-01    1.022939e-01    7.200000e-01
   1.214000e+01    -4.126600e-01    9.365996e-02    7.205000e-01
   1.216000e+01    -3.944506e-01    8.538858e-02    7.210000e-01
   1.218000e+01    -3.760793e-01    7.748302e-02    7.215000e-01
   1.220000e+01    -3.575537e-01    6.994644e-02    7.220000e-01
   1.222000e+01    -3.388810e-01    6.278185e-02    7.225000e-01
   1.224000e+01    -3.200688e-01    5.599213e-02    7.230000e-01
   1.226000e+01    -3.011245e-01    4.957998e-02    7.235000e-01
   1.228000e+01    -2.820559e-01    4.354797e-02    7.240000e-01
   1.230000e+01    -2.628703e-01    3.789852e-02    7.245000e-01
   1.232000e+01    -2.435757e-01    3.263389e-02    7.250000e-01
   1.234000e+01    -2.241796e-01    2.775617e-02    7.255000e-01
   1.236000e+01    -2.046899e-01    2.326733e-02    7.260000e-01
   1.238000e+01    -1.851142e-01    1.916915e-02    7.265000e-01
   1.240000e+01    -1.654606e-01    1.546328e-02    7.270000e-01
   1.242000e+01    -1.457367e-01    1.215120e-02    7.275000e-01
   1.244000e+01    -1.259506e-01    9.234225e-03    7.280000e-01
   1.246000e+01    -1.061101e-01    6.713534e-03    7.285000e-01
   1.248000e+01    -8.622312e-02    4.590132e-03    7.290000e-01
   1.250000e+01    -6.629767e-02    2.864866e-03    7.295000e-01
   1.252000e+01    -4.634170e-02    1.538428e-03    7.300000e-01
   1.254000e+01    -2.636320e-02    6.113485e-04    7.305000e-01
   1.256000e+01    -6.370156e-03    8.399733e-05    7.310000e-01
   1.258000e+01    1.362944e-02    -4.341409e-05    7.315000e-01
   1.260000e+01    3.362758e-02    2.291652e-04    7.320000e-01
   1.262000e+01    5.361627e-02    9.016261e-04    7.325000e-01
   1.264000e+01    7.358752e-02    1.973700e-03    7.330000e-01
   1.266000e+01    9.353333e-02    3.444957e-03    7.335000e-01
   1.268000e+01    1.134457e-01    5.314810e-03    7.340000e-01
   1.270000e+01    1.333168e-01    7.582511e-03    7.345000e-01
   1.272000e+01    1.531384e-01    1.024715e-02    7.350000e-01
   1.274000e+01    1.729029e-01    1.330767e-02    7.355000e-01
   1.276000e+01    1.926022e-01    1.676283e-02    7.360000e-01
   1.278000e+01    2.122284e-01    2.061127e-02    7.365000e-01
   1.280000e+01    2.317738e-01    2.485143e-02    7.370000e-01
   1.282000e+01    2.512304e-01    2.948163e-02    7.375000e-01
   1.284000e+01    2.705906e-01    3.450000e-02    7.380000e-01
   1.286000e+01    2.898465e-01    3.990456e-02    7.385000e-01
   1.288000e+01    3.089905e-01    4.569312e-02    7.390000e-01
   1.290000e+01    3.280149e-01    5.186338e-02    7.395000e-01
   1.292000e+01    3.469121e-01    5.841287e-02    7.400000e-01
   1.294000e+01    3.656746e-01    6.533897e-02    7.405000e-01
   1.296000e+01    3.842947e-01    7.263890e-02    7.410000e-01
   1.298000e+01    4.027652e-01    8.030976e-02    7.415000e-01
   1.300000e+01    4.210786e-01    8.834846e-02    7.420000e-01
   1.302000e+01    4.392275e-01    9.675180e-02    7.425000e-01
   1.304000e+01    4.572047e-01    1.055164e-01    7.430000e-01
   1.306000e+01    4.750031e-01    1.146388e-01    7.435000e-01
   1.308000e+01    4.926155e-01    1.241153e-01    7.440000e-01
   1.310000e+01    5.100348e-01    1.339421e-01    7.445000e-01
   1.312000e+01    5.272542e-01    1.441154e-01    7.450000e-01
   1.314000e+01    5.442666e-01    1.546309e-01    7.455000e-01
   1.316000e+01    5.610654e-01    1.654846e-01    7.460000e-01
   1.318000e+01    5.776437e-01    1.766721e-01    7.465000e-01
   1.320000e+01    5.939949e-01    1.881888e-01    7.470000e-01
   1.322000e+01    6.101126e-01    2.000303e-01    7.475000e-01
   1.324000e+01    6.259903e-01    2.121917e-01    7.480000e-01
   1.326000e+01    6.416215e-01    2.246683e-01    7.485000e-01
   1.328000e+01    6.570001e-01    2.374549e-01    7.490000e-01
   1.330000e+01    6.721200e-01    2.505466e-01    7.495000e-01
   1.332000e+01    6.869749e-01    2.639379e-01    7.500000e-01
   1.334000e+01    7.015591e-01    2.776237e-01    7.505000e-01
   1.336000e+01    7.158667e-01    2.915985e-01    7.510000e-01
   1.338000e+01    7.298920e-01    3.058565e-01    7.515000e-01
   1.340000e+01    7.436293e-01    3.203922e-01    7.520000e-01
   1.342000e+01    7.570731e-01    3.351997e-01    7.525000e-01
   1.344000e+01    7.702182e-01    3.502732e-01    7.530000e-01
   1.346000e+01    7.830591e-01    3.656064e-01    7.535000e-01
   1.348000e+01    7.955909e-01    3.811935e-01    7.540000e-01
   1.350000e+01    8.078084e-01    3.970280e-01    7.545000e-01
   1.352000e+01    8.197068e-01    4.131037e-01    7.550000e-01
   1.354000e+01    8.312814e-01    4.294141e-01    7.555000e-01
   1.356000e+01    8.425274e-01    4.459527e-01    7.560000e-01
   1.358000e+01    8.534405e-01    4.627130e-01    7.565000e-01
   1.360000e+01    8.640161e-01    4.796881e-01    7.570000e-01
   1.362000e+01    8.742502e-01    4.968713e-01    7.575000e-01
   1.364000e+01    8.841386e-01    5.142558e-01    7.580000e-01
   1.366000e+01    8.936774e-01    5.318346e-01    7.585000e-01
   1.368000e+01    9.028626e-01    5.496006e-01    7.590000e-01
   1.370000e+01    9.116908e-01    5.675467e-01    7.595000e-01
   1.372000e+01    9.201583e-01    5.856658e-01    7.600000e-01
   1.374000e+01    9.282617e-01    6.039506e-01    7.605000e-01
   1.376000e+01    9.359979e-01    6.223938e-01    7.610000e-01
   1.378000e+01    9.433636e-01    6.409880e-01    7.615000e-01
   1.380000e+01    9.503561e-01    6.597259e-01    7.620000e-01
   1.382000e+01    9.569724e-01    6.785998e-01    7.625000e-01
   1.384000e+01    9.632099e-01    6.976022e-01    7.630000e-01
   1.386000e+01    9.690661e-01    7.167256e-01    7.635000e-01
   1.388000e+01    9.745388e-01    7.359623e-01    7.640000e-01
   1.390000e+01    9.796256e-01    7.553046e-01    7.645000e-01
   1.392000e+01    9.843246e-01    7.747448e-01    7.650000e-01
   1.394000e+01    9.886339e-01    7.942750e-01    7.655000e-01
   1.396000e+01    9.925517e-01    8.138875e-01    7.660000e-01
   1.398000e+01    9.960765e-01    8.335744e-01    7.665000e-01
   1.400000e+01    9.992070e-01    8.533279e-01    7.670000e-01
   1.402000e+01    1.001942e+00    8.731401e-01    7.675000e-01
   1.404000e+01    1.004280e+00    8.930030e-01    7.680000e-01
   1.406000e+01    1.006220e+00    9.129086e-01    7.685000e-01
   1.408000e+01    1.007762e+00    9.328491e-01    7.690000e-01
   1.410000e+01    1.008904e+00    9.528164e-01    7.695000e-01
   1.412000e+01    1.009648e+00    9.728026e-01    7.700000e-01
   1.414000e+01    1.009991e+00    9.927997e-01    7.705000e-01
   1.416000e+01    1.009934e+00    1.012800e+00    7.710000e-01
   1.418000e+01    1.009478e+00    1.032794e+00    7.715000e-01
   1.420000e+01    1.008621e+00    1.052776e+00    7.720000e-01
   1.422000e+01    1.007365e+00    1.072737e+00    7.725000e-01
   1.424000e+01    1.005711e+00    1.092668e+00    7.730000e-01
   1.426000e+01    1.003658e+00    1.112562e+00    7.735000e-01
   1.428000e+01    1.001207e+00    1.132412e+00    7.740000e-01
   1.430000e+01    9.983602e-01    1.152208e+00    7.745000e-01
   1.432000e+01    9.951179e-01    1.171943e+00    7.750000e-01
   1.434000e+01    9.914816e-01    1.191610e+00    7.755000e-01
   1.436000e+01    9.874527e-01    1.211200e+00    7.760000e-01
   1.438000e+01    9.830328e-01    1.230706e+00    7.765000e-01
   1.440000e+01    9.782238e-01    1.250119e+00    7.770000e-01
   1.442000e+01    9.730274e-01    1.269432e+00    7.775000e-01
   1.444000e+01    9.674459e-01    1.288637e+00    7.780000e-01
   1.446000e+01    9.614814e-01    1.307727e+00    7.785000e-01
   1.448000e+01    9.551363e-01    1.326694e+00    7.790000e-01
   1.450000e+01    9.484131e-01    1.345530e+00    7.795000e-01
   1.452000e+01    9.413146e-01    1.364228e+00    7.800000e-01
   1.454000e+01    9.338437e-01    1.382780e+00    7.805000e-01
   1.456000e+01    9.260031e-01    1.401179e+00    7.810000e-01
   1.458000e+01    9.177962e-01    1.419418e+00    7.815000e-01
   1.460000e+01    9.092262e-01    1.437489e+00    7.820000e-01
   1.462000e+01    9.002965e-01    1.455385e+00    7.825000e-01
   1.464000e+01    8.910107e-01    1.473098e+00    7.830000e-01
   1.466000e+01    8.813725e-01    1.490623e+00    7.835000e-01
   1.468000e+01    8.713858e-01    1.507951e+00    7.840000e-01
   1.470000e+01    8.610545e-01    1.525076e+00    7.845000e-01
   1.472000e+01    8.503828e-01    1.541991e+00    7.850000e-01
   1.474000e+01    8.393750e-01    1.558689e+00    7.855000e-01
   1.476000e+01    8.280354e-01    1.575164e+00    7.860000e-01
   1.478000e+01    8.163686e-01    1.591408e+00    7.865000e-01
   1.480000e+01    8.043793e-01    1.607416e+00    7.870000e-01
   1.482000e+01    7.920723e-01    1.623181e+00    7.875000e-01
   1.484000e+01    7.794524e-01    1.638697e+00    7.880000e-01
   1.486000e+01    7.665248e-01    1.653957e+00    7.885000e-01
   1.488000e+01    7.532945e-01    1.668956e+00    7.890000e-01
   1.490000e+01    7.397670e-01    1.683687e+00    7.895000e-01
   1.492000e+01    7.259475e-01    1.698145e+00    7.900000e-01
   1.494000e+01    7.118417e-01    1.712323e+00    7.905000e-01
   1.496000e+01    6.974552e-01    1.726216e+00    7.910000e-01
   1.498000e+01    6.827937e-01    1.739819e+00    7.915000e-01
   1.500000e+01    6.678630e-01    1.753126e+00    7.920000e-01
   1.502000e+01    6.526693e-01    1.766132e+00    7.925000e-01
   1.504000e+01    6.372185e-01    1.778831e+00    7.930000e-01
   1.506000e+01    6.215168e-01    1.791219e+00    7.935000e-01
   1.508000e+01    6.055705e-01    1.803290e+00    7.940000e-01
   1.510000e+01    5.893860e-01    1.815040e+00    7.945000e-01
   1.512000e+01    5.729697e-01    1.826464e+00    7.950000e-01
   1.514000e+01    5.563283e-01    1.837558e+00    7.955000e-01
   1.516000e+01    5.394683e-01    1.848316e+00    7.960000e-01
   1.518000e+01    5.223965e-01    1.858735e+00    7.965000e-01
   1.520000e+01    5.051198e-01    1.868811e+00    7.970000e-01
   1.522000e+01    4.876451e-01    1.878539e+00    7.975000e-01
   1.524000e+01    4.699793e-01    1.887915e+00    7.980000e-01
   1.526000e+01    4.521295e-01    1.896936e+00    7.985000e-01
   1.528000e+01    4.341029e-01    1.905599e+00    7.990000e-01
   1.530000e+01    4.159067e-01    1.913899e+00    7.995000e-01
   1.532000e+01    3.975480e-01    1.921834e+00    8.000000e-01
   1.534000e+01    3.790344e-01    1.929400e+00    8.005000e-01
   1.536000e+01    3.603732e-01    1.936595e+00    8.010000e-01
   1.538000e+01    3.415718e-01    1.943414e+00    8.015000e-01
   1.540000e+01    3.226378e-01    1.949857e+00    8.020000e-01
   1.542000e+01    3.035787e-01    1.955919e+00    8.025000e-01
   1.544000e+01    2.844022e-01    1.961599e+00    8.030000e-01
   1.546000e+01    2.651160e-01    1.966894e+00    8.035000e-01
   1.548000e+01    2.457277e-01    1.971803e+00    8.040000e-01
   1.550000e+01    2.262451e-01    1.976323e+00    8.045000e-01
   1.552000e+01    2.066761e-01    1.980452e+00    8.050000e-01
   1.554000e+01    1.870283e-01    1.984189e+00    8.055000e-01
   1.556000e+01    1.673098e-01    1.987533e+00    8.060000e-01
   1.558000e+01    1.475283e-01    1.990481e+00    8.065000e-01
   1.560000e+01    1.276918e-01    1.993034e+00    8.070000e-01
   1.562000e+01    1.078083e-01    1.995189e+00    8.075000e-01
   1.564000e+01    8.788561e-02    1.996946e+00    8.080000e-01
   1.566000e+01    6.793178e-02    1.998304e+00    8.085000e-01
   1.568000e+01    4.795478e-02    1.999263e+00    8.090000e-01
   1.570000e+01    2.796260e-02    1.999822e+00    8.095000e-01
   1.572000e+01    7.963235e-03    1.999981e+00    8.100000e-01
   1.574000e+01    -1.203532e-02    1.999741e+00    8.105000e-01
   1.576000e+01    -3.202505e-02    1.999100e+00    8.110000e-01
   1.578000e+01    -5.199798e-02    1.998060e+00    8.115000e-01
   1.580000e+01    -7.194611e-02    1.996620e+00    8.120000e-01
   1.582000e+01    -9.186146e-02    1.994782e+00    8.125000e-01
   1.584000e+01    -1.117361e-01    1.992546e+00    8.130000e-01
   1.586000e+01    -1.315620e-01    1.989913e+00    8.135000e-01
   1.588000e+01    -1.513313e-01    1.986884e+00    8.140000e-01
   1.590000e+01    -1.710360e-01    1.983460e+00    8.145000e-01
   1.592000e+01    -1.906684e-01    1.979643e+00    8.150000e-01
   1.594000e+01    -2.102205e-01    1.975434e+00    8.155000e-01
   1.596000e+01    -2.296845e-01    1.970835e+00    8.160000e-01
   1.598000e+01    -2.490526e-01    1.965847e+00    8.165000e-01
   1.600000e+01    -2.683171e-01    1.960473e+00    8.170000e-01
   1.602000e+01    -2.874703e-01    1.954715e+00    8.175000e-01
   1.604000e+01    -3.065045e-01    1.948575e+00    8.180000e-01
   1.606000e+01    -3.254121e-01    1.942056e+00    8.185000e-01
   1.608000e+01    -3.441856e-01    1.935160e+00    8.190000e-01
   1.610000e+01    -3.628174e-01    1.927889e+00    8.195000e-01
   1.612000e+01    -3.813000e-01    1.920248e+00    8.200000e-01
   1.614000e+01    -3.996262e-01    1.912238e+00    8.205000e-01
   1.616000e+01    -4.177884e-01    1.903864e+00    8.210000e-01
   1.618000e+01    -4.357796e-01    1.895128e+00    8.215000e-01
   1.620000e+01    -4.535925e-01    1.886034e+00    8.220000e-01
   1.622000e+01    -4.712200e-01    1.876586e+00    8.225000e-01
   1.624000e+01    -4.886549e-01    1.866786e+00    8.230000e-01
   1.626000e+01    -5.058904e-01    1.856641e+00    8.235000e-01
   1.628000e+01    -5.229196e-01    1.846152e+00    8.240000e-01
   1.630000e+01    -5.397356e-01    1.835325e+00    8.245000e-01
   1.632000e+01    -5.563317e-01    1.824164e+00    8.250000e-01
